Name,CarName,fueltype, price ,model,used/new,accident,milage,engine,model_year,ext_col,int_col
Sheet2,Dodge,Gasoline," $65,499  ",Viper SRT-10,used,None reported,"10,800 mi.",500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,2003,Silver,Black
Sheet2,RAM,Gasoline," $48,815  ",1500 Laramie,used,None reported,"10,458 mi.",5.7L V8 16V MPFI OHV,2020,Delmonico Red Pearlcoat,Black
Sheet2,BMW,Gasoline," $13,800  ",328 i,used,None reported,"84,709 mi.",240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2014,Silver,Gray
Sheet2,Mercedes-Benz,Gasoline," $45,770  ",AMG C 43 AMG C 43 4MATIC,used,None reported,"33,500 mi.",385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2019,Red,Black
Sheet2,BMW,Gasoline," $32,999  ",M4 Base,used,None reported,"98,000 mi.",425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2015,Black,Orange
Sheet2,BMW,Gasoline," $7,300  ",750 i,used,At least 1 accident or damage reported,"94,653 mi.",360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,2008,Green,Green
Sheet2,Ford,Gasoline," $85,000  ",Expedition Limited,used,None reported,"9,281 mi.",440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2023,Black,Black
Sheet2,Chevrolet,Gasoline," $47,000  ",Traverse Premier,used,None reported,"11,806 mi.",310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2023,White,Black
Sheet2,Cadillac,Gasoline," $61,500  ",Escalade Platinum,used,At least 1 accident or damage reported,"48,613 mi.",420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2020,Black,Black
Sheet2,RAM,Diesel," $69,900  ",3500 Tradesman,used,At least 1 accident or damage reported,"2,990 mi.",400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,2023,White,Black
Sheet2,Audi,Gasoline," $6,900  ",TT 1.8L,used,None reported,"124,747 mi.",180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,2005,Silver,Black
Sheet2,RAM,Hybrid," $42,000  ",1500 Big Horn,used,None reported,"24,000 mi.",395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,2021,Silver,Black
Sheet2,Mazda,Gasoline," $5,499  ",CX-7 Sport,used,None reported,"113,000 mi.",244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,2009,Gray,Black
Sheet2,INFINITI,Gasoline," $18,000  ",QX60 Base,used,None reported,"89,106 mi.",295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2017,White,Beige
Sheet2,Ford,E85 Flex Fuel," $53,000  ",F-250 Platinum,used,At least 1 accident or damage reported,"22,000 mi.",385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,2017,Beige,Black
Sheet2,Jeep,Gasoline," $28,298  ",Compass Limited,used,None reported,"20,472 mi.",2.4L I4 16V MPFI SOHC,2022,Red,Black
Sheet2,INFINITI,Gasoline," $78,990  ",QX80 SENSORY,used,None reported,"8,600 mi.",400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,2023,Black,Brown
Sheet2,Chevrolet,Gasoline," $57,000  ",Silverado 1500 Limited LT Trail Boss,used,None reported,"4,753 mi.",355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,2022,White,Black
Sheet2,Hyundai,Gasoline," $8,900  ",Genesis Coupe 2.0T,used,None reported,"65,000 mi.",210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2010,Gray,Black
Sheet2,Chevrolet,Gasoline," $43,500  ",Camaro 1SS,used,None reported,"15,000 mi.",455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2021,Blue,Gray
Sheet2,Chevrolet,Diesel," $19,500  ",Tahoe Base,used,At least 1 accident or damage reported,"229,000 mi.",180.0HP 6.5L 8 Cylinder Engine Diesel Fuel,1997,Green,Beige
Sheet2,Audi,Diesel," $26,500  ",A6 3.0 TDI Premium Plus,used,None reported,"42,400 mi.",240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,2014,Silver,Black
Sheet2,Land,Gasoline," $69,900  ",Rover Defender S,used,None reported,"15,840 mi.",296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2023,White,Black
Sheet2,Porsche,Gasoline," $42,000  ",Cayenne S,used,None reported,"76,200 mi.",420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2016,Gray,Beige
Sheet2,Chevrolet,Gasoline," $39,000  ",Suburban Premier,used,None reported,"105,667 mi.",355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,2019,Black,Beige
Sheet2,Chevrolet,Gasoline," $49,900  ",Suburban Premier,used,None reported,"51,338 mi.",355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,Dodge,Gasoline," $8,100  ",Dart SE,used,At least 1 accident or damage reported,"76,857 mi.",160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2016,Black,Black
Sheet2,Ford,E85 Flex Fuel," $42,500  ",F-250 Lariat,used,None reported,"80,200 mi.",385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,2019,White,Black
Sheet2,Toyota,Gasoline," $3,950  ",Sequoia SR5,used,At least 1 accident or damage reported,"244,200 mi.",240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,2002,White,null
Sheet2,Ford,Gasoline," $28,500  ",Mustang GT,used,At least 1 accident or damage reported,"38,560 mi.",420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2014,Black,Black
Sheet2,Chevrolet,Gasoline," $84,999  ",Corvette Stingray w/2LT,used,None reported,"12,500 mi.",490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2020,Yellow,Black
Sheet2,Hyundai,Gasoline," $20,999  ",Genesis Coupe 3.8 Base,used,None reported,"45,303 mi.",348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,2016,White,Black
Sheet2,Ford,Gasoline," $9,495  ",Focus ST Base,used,None reported,"110,000 mi.",252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2014,Silver,Gray
Sheet2,Cadillac,Gasoline," $16,499  ",CTS Luxury,used,None reported,"66,200 mi.",270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2011,Black,Black
Sheet2,Subaru,Gasoline," $14,900  ",Baja Base,used,None reported,"71,000 mi.",165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,2003,Red,Black
Sheet2,Toyota,Gasoline," $30,275  ",Highlander XLE,used,None reported,"81,301 mi.",3.5L V6 24V PDI DOHC,2019,Black,Black
Sheet2,Chevrolet,Gasoline," $63,900  ",Corvette Stingray Z51,used,None reported,"7,033 mi.",460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,Dodge,Gasoline," $62,000  ",Durango SRT,used,None reported,"36,000 mi.",475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,2020,Gray,Red
Sheet2,Acura,Gasoline," $9,000  ",TSX 2.4,used,At least 1 accident or damage reported,"116,000 mi.",201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2010,Silver,Black
Sheet2,Chevrolet,Gasoline," $41,100  ",Camaro 2SS,used,At least 1 accident or damage reported,"42,780 mi.",455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2018,Black,Black
Sheet2,BMW,Gasoline," $26,000  ",640 Gran Coupe i,used,At least 1 accident or damage reported,"39,886 mi.",315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2014,Black,Red
Sheet2,Audi,Gasoline," $15,400  ",S5 3.0T Premium Plus,used,None reported,"151,400 mi.",333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2014,Gray,Black
Sheet2,Alfa,Gasoline," $20,500  ",Romeo Giulia Base,used,None reported,"48,000 mi.",280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2017,Red,Black
Sheet2,Toyota,Gasoline," $44,596  ",Highlander XLE,used,None reported,"8,727 mi.",2.4L I4 16V PDI DOHC Turbo,2023,Ruby Flare Pearl,Black
Sheet2,Rolls-Royce,Gasoline," $80,300  ",Ghost Base,used,At least 1 accident or damage reported,"79,000 mi.",563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,2011,Black,White
Sheet2,Dodge,Gasoline," $34,000  ",Challenger R/T,used,None reported,"54,000 mi.",372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,2020,Gray,Black
Sheet2,Porsche,Gasoline," $25,900  ",Cayenne Base,used,At least 1 accident or damage reported,"110,000 mi.",300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2016,White,White
Sheet2,Chevrolet,Gasoline," $24,900  ",Bolt EV LT,used,None reported,"49,688 mi.",200.0HP Electric Motor Electric Fuel System,2020,Blue,Gray
Sheet2,Mercedes-Benz,Gasoline," $48,000  ",Metris Base,used,None reported,"14,000 mi.",208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2020,Black,Beige
Sheet2,Dodge,Gasoline," $110,000  ",Charger SRT Hellcat Widebody,used,None reported,"5,000 mi.",717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2023,Gray,Black
Sheet2,Chevrolet,Gasoline," $68,590  ",Silverado 1500 ZR2,used,None reported,"11,597 mi.",6.2L V8 16V GDI OHV,2022,Silver Ice Metallic,Jet Black
Sheet2,Mercedes-Benz,Gasoline," $72,777  ",AMG S 63 Base 4MATIC,used,At least 1 accident or damage reported,"86,101 mi.",577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,2017,Gray,Red
Sheet2,Chevrolet,Gasoline," $36,590  ",Silverado 1500 LT,used,None reported,"58,816 mi.",5.3L V8 16V GDI OHV,2017,Black,Jet Black
Sheet2,Lexus,Gasoline," $30,919  ",RC 350 Base,used,None reported,"77,856 mi.",3.5L V6 24V PDI DOHC,2016,Atomic Silver,Black
Sheet2,Lamborghini,Gasoline," $229,900  ",Urus Base,used,None reported,"20,069 mi.",4.0L V8 32V GDI DOHC Twin Turbo,2021,Rosso Mars Metallic,Nero Ade
Sheet2,GMC,Gasoline," $12,433  ",Acadia SLE-1,used,At least 1 accident or damage reported,"115,282 mi.",3.6L V6 24V GDI DOHC,2015,Crimson Red Tintcoat,Ebony
Sheet2,Porsche,Gasoline," $138,999  ",911 GT3,used,None reported,"30,700 mi.",475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,2016,White,Black
Sheet2,MINI,Gasoline," $5,995  ",Cooper Base,used,At least 1 accident or damage reported,"103,726 mi.",115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,2003,Red,Gray
Sheet2,Mazda,Gasoline," $13,250  ",MX-5 Miata Sport,used,None reported,"39,800 mi.",158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2008,Blue,Black
Sheet2,Toyota,Gasoline," $33,333  ",4Runner TRD Off Road,used,None reported,"79,500 mi.",270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,Toyota,Gasoline," $9,000  ",Highlander Limited,used,At least 1 accident or damage reported,"165,520 mi.",270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2008,Gray,Gray
Sheet2,BMW,Gasoline," $24,000  ",650 Gran Coupe i,used,At least 1 accident or damage reported,"92,000 mi.",445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,2014,Black,Black
Sheet2,Hyundai,Gasoline," $55,000  ",Palisade Calligraphy,used,None reported,"1,500 mi.",291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,2023,Green,Black
Sheet2,Pontiac,Gasoline," $19,950  ",Solstice GXP,used,None reported,"38,100 mi.",260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2008,Orange,Black
Sheet2,Land,Gasoline," $38,999  ",Rover Range Rover Evoque SE Premium,used,None reported,"42,125 mi.",237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2018,White,Black
Sheet2,Porsche,Diesel," $33,500  ",Cayenne Diesel,used,None reported,"86,818 mi.",240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,2014,Silver,Black
Sheet2,BMW,Gasoline," $95,580  ",M3 Competition xDrive,used,None reported,"3,490 mi.",503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2023,Gray,Black
Sheet2,Toyota,Gasoline," $7,900  ",Avalon Limited,used,None reported,"111,300 mi.",268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2008,Gold,Beige
Sheet2,BMW,Gasoline," $27,000  ",M3 Base,used,None reported,"98,200 mi.",414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2011,White,Black
Sheet2,Porsche,Gasoline," $53,999  ",Panamera Base,used,At least 1 accident or damage reported,"42,500 mi.",330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2018,Black,Beige
Sheet2,Jeep,Gasoline," $15,000  ",Wrangler Sport,used,At least 1 accident or damage reported,"171,000 mi.",181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,2001,White,Black
Sheet2,Honda,Gasoline," $39,999  ",Passport TrailSport,used,At least 1 accident or damage reported,"11,649 mi.",280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2023,Black,Black
Sheet2,Mercedes-Benz,Gasoline," $40,250  ",SL-Class SL 550,used,At least 1 accident or damage reported,"24,933 mi.",429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,2013,Silver,Red
Sheet2,Audi,Gasoline," $29,995  ",RS 4 Base,used,None reported,"99,769 mi.",420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,2007,Gray,White
Sheet2,Toyota,Gasoline," $39,390  ",Avalon Limited,used,None reported,"16,156 mi.",3.5L V6 24V PDI DOHC,2022,Blueprint,Graphite
Sheet2,Mercedes-Benz,Gasoline," $11,900  ",E-Class E 350 4MATIC,used,None reported,"67,250 mi.",268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2008,White,Beige
Sheet2,GMC,Gasoline," $74,500  ",Yukon Denali,used,At least 1 accident or damage reported,"30,022 mi.",420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2021,Blue,Black
Sheet2,Porsche,Gasoline," $78,000  ",Panamera 4S,used,None reported,"42,596 mi.",440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,2017,Black,Black
Sheet2,Ford,Gasoline," $36,995  ",Explorer XLT,used,At least 1 accident or damage reported,"33,705 mi.",2.3L I4 16V GDI DOHC Turbo,2021,White,Light Slate
Sheet2,Land,Gasoline," $31,000  ",Rover LR4 HSE LUX Landmark Edition,used,None reported,"63,300 mi.",340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2016,White,Brown
Sheet2,Acura,Gasoline," $52,000  ",TLX Type S w/Performance Tire,used,None reported,"4,700 mi.",355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2023,Red,Black
Sheet2,Toyota,Gasoline," $42,998  ",Tacoma Base,used,None reported,"27,256 mi.",3.5 Liter,2020,Midnight Black Metallic,Black/Gun Metal
Sheet2,Hummer,Gasoline," $13,500  ",H3 Base,used,None reported,"107,481 mi.",239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,2010,White,Black
Sheet2,Tesla,," $25,900  ",Model 3 Long Range,used,None reported,"61,700 mi.",271.0HP Electric Motor Electric Fuel System,2018,White,Black
Sheet2,Jeep,Gasoline," $26,800  ",Wrangler Unlimited Sahara,used,None reported,"128,000 mi.",285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2017,Gray,Black
Sheet2,Chevrolet,Gasoline," $39,000  ",Camaro 2SS,used,None reported,"26,000 mi.",455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2018,White,Black
Sheet2,Audi,Gasoline," $29,950  ",S6 4.0T,used,None reported,"74,000 mi.",420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2015,Blue,Gray
Sheet2,Audi,Gasoline," $28,900  ",TT RS Base,used,None reported,"54,900 mi.",360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,2012,White,Brown
Sheet2,INFINITI,Gasoline," $11,500  ",QX56 Base,used,None reported,"141,775 mi.",400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,2012,White,Beige
Sheet2,Volkswagen,Gasoline," $12,000  ",New Beetle GLS,used,None reported,"63,250 mi.",115.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2001,Yellow,Yellow
Sheet2,Audi,Hybrid," $44,998  ",Q5 S line Premium Plus,used,None reported,"13,895 mi.",2.0 Liter TFSI,2022,Daytona Gray,Black
Sheet2,Lamborghini,Gasoline," $449,991  ",Aventador LP750-4 Superveloce,used,None reported,"10,654 mi.","6.5L V-12 DOHC, variable valve control, premium unleaded, engine",2017,Balloon White,Nero Ade
Sheet2,Ford,E85 Flex Fuel," $27,900  ",F-250 XL,used,At least 1 accident or damage reported,"35,900 mi.",385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,2014,Blue,Gray
Sheet2,GMC,Gasoline," $71,999  ",Yukon XL Denali,used,At least 1 accident or damage reported,"48,306 mi.",6.2L V8 16V GDI OHV,2022,Summit White,Jet Black
Sheet2,Audi,Gasoline," $10,500  ",A4 2.0T Premium,used,None reported,"125,000 mi.",211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2012,Black,Black
Sheet2,Tesla,Gasoline," $36,000  ",Model S P100D,used,None reported,"103,000 mi.",Electric Motor Electric Fuel System,2017,Black,White
Sheet2,Mazda,Gasoline," $25,382  ",CX-30 Premium Package,used,None reported,"45,303 mi.",2.5L I4 16V GDI DOHC,2021,Snowflake White Pearl,White / Brown
Sheet2,Lexus,Gasoline," $27,500  ",ES 350 Base,used,None reported,"53,900 mi.",268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2016,Red,Beige
Sheet2,Jeep,Gasoline," $20,000  ",Wrangler Sahara,used,None reported,"54,000 mi.",202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,2008,Green,Gray
Sheet2,Chevrolet,Gasoline," $17,950  ",Avalanche 1500 LTZ,used,None reported,"129,000 mi.",366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,2007,White,Beige
Sheet2,Jeep,Gasoline," $44,646  ",Grand Cherokee L Laredo,used,None reported,"10,232 mi.",3.6L V6 24V MPFI DOHC,2022,Diamond Black,Global Black
Sheet2,Acura,Gasoline," $58,998  ",MDX w/Advance Package,used,None reported,"3,708 mi.",3.5 Liter SOHC,2023,White,Espresso
Sheet2,Nissan,Gasoline," $14,500  ",Pathfinder SL,used,,"167,000 mi.",284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2018,Black,Beige
Sheet2,Tesla,," $58,000  ",Model X Long Range,used,None reported,"37,000 mi.",518.0HP Electric Motor Electric Fuel System,2019,Gray,Black
Sheet2,Subaru,Gasoline," $24,998  ",Impreza Premium,used,At least 1 accident or damage reported,"10,419 mi.","2L H-4 gasoline direct injection, DOHC, variable valve control,",2022,Crystal White Pearl,Black
Sheet2,Audi,Gasoline," $22,500  ",A8 4.0T,used,At least 1 accident or damage reported,"96,238 mi.",420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2014,Black,Black
Sheet2,Subaru,Gasoline," $38,500  ",Ascent Limited 7-Passenger,used,None reported,"12,700 mi.",260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2022,White,Beige
Sheet2,Chevrolet,E85 Flex Fuel," $16,900  ",Avalanche 1500 LT,used,None reported,"244,000 mi.",320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,2007,Gray,Gray
Sheet2,Porsche,Gasoline," $25,000  ",Cayenne S,used,None reported,"124,000 mi.",420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2015,White,Beige
Sheet2,BMW,Gasoline," $15,000  ",335 i,used,None reported,"123,000 mi.",300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2009,Purple,Black
Sheet2,GMC,Gasoline," $49,900  ",Sierra 1500 Limited Elevation,used,None reported,"24,900 mi.",310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,2022,Black,Black
Sheet2,Ford,Gasoline," $20,000  ",Explorer Sport,used,None reported,"95,500 mi.",365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2016,Black,Black
Sheet2,Cadillac,Gasoline," $479,995  ",Escalade ESV Sport,used,None reported,"4,283 mi.",6.2L V8 16V GDI OHV,2021,Black,Brandy
Sheet2,Lexus,Gasoline," $82,000  ",LX 570 Three-Row,used,None reported,"48,300 mi.",383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,2021,White,Red
Sheet2,BMW,Gasoline," $25,999  ",M3 Base,used,None reported,"94,000 mi.",414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2008,Gray,Red
Sheet2,Nissan,Gasoline," $12,000  ",Xterra Pro-4X,used,At least 1 accident or damage reported,"183,000 mi.",261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,2011,Black,Gray
Sheet2,Ford,Hybrid," $11,500  ",Fusion Hybrid SE Hybrid,used,At least 1 accident or damage reported,"126,225 mi.",188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,2013,Silver,Black
Sheet2,Volkswagen,Gasoline," $16,000  ",Golf GTI 2.0T SE 4-Door,used,None reported,"87,892 mi.",210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2016,Gray,Black
Sheet2,Cadillac,Gasoline," $41,500  ",CTS-V Base,used,None reported,"45,000 mi.",556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2012,Red,Black
Sheet2,Aston,Gasoline," $156,900  ",Martin Vantage Base,used,None reported,"1,023 mi.",503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,2022,Blue,Brown
Sheet2,Lexus,Gasoline," $37,500  ",GX 460 Base,used,None reported,"106,000 mi.",301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,2015,Black,Beige
Sheet2,GMC,Gasoline," $25,500  ",Acadia SLT-1,used,At least 1 accident or damage reported,"51,300 mi.",193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,2019,Black,Black
Sheet2,Ford,Gasoline," $28,979  ",Bronco Sport Big Bend,used,None reported,"30,176 mi.",1.5L I3 12V PDI DOHC Turbo,2021,Black,Medium Dark Slate
Sheet2,Nissan,Gasoline," $39,884  ",Titan SV,used,None reported,"27,598 mi.",5.6L V8 32V GDI DOHC,2021,Black,Black
Sheet2,Volkswagen,Gasoline," $9,499  ",Jetta SportWagen SE,used,None reported,"107,000 mi.",170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,2012,Black,Beige
Sheet2,Land,Gasoline," $65,000  ",Rover Range Rover 5.0L V8 Supercharged,used,None reported,"17,500 mi.",518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,2019,Black,Black
Sheet2,RAM,Diesel," $42,000  ",2500 Laramie,used,None reported,"117,878 mi.",350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,2017,Red,Black
Sheet2,Nissan,Gasoline," $7,000  ",Murano SL,used,At least 1 accident or damage reported,"138,700 mi.",265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2010,Gray,Black
Sheet2,Cadillac,E85 Flex Fuel," $12,350  ",Escalade ESV Base,used,At least 1 accident or damage reported,"152,068 mi.",403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,2009,White,Black
Sheet2,BMW,Gasoline," $26,999  ",428 i xDrive SULEV,used,At least 1 accident or damage reported,"77,000 mi.",240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2016,White,Red
Sheet2,Ford,Gasoline," $37,000  ",Focus RS Base,used,None reported,"26,000 mi.",350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,2017,Gray,Black
Sheet2,Lexus,Hybrid," $14,000  ",CT 200h Premium,used,None reported,"131,200 mi.",134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,2014,Brown,Brown
Sheet2,Buick,Gasoline," $20,599  ",Enclave Leather,used,None reported,"83,280 mi.",3.6L V6 24V GDI DOHC,2017,Quicksilver Metallic,Ebony
Sheet2,BMW,Gasoline," $53,500  ",M3 Base,used,None reported,"59,000 mi.",425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2015,Gray,Black
Sheet2,Volkswagen,Gasoline," $30,000  ",Arteon 2.0T SEL R-Line,used,None reported,"15,500 mi.",268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2020,Silver,Black
Sheet2,BMW,Gasoline," $19,950  ",X6 xDrive35i,used,None reported,"90,000 mi.",300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,2013,White,Red
Sheet2,INFINITI,Gasoline," $10,995  ",G35 Base,used,At least 1 accident or damage reported,"94,000 mi.",280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2006,White,Gray
Sheet2,Hummer,Gasoline," $55,000  ",H2 Base,used,At least 1 accident or damage reported,"63,750 mi.",393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2008,White,Black
Sheet2,Mercedes-Benz,Gasoline," $15,990  ",C-Class C 300 4MATIC Luxury,used,At least 1 accident or damage reported,"95,500 mi.",228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,2011,Black,Beige
Sheet2,Acura,Gasoline," $26,000  ",ILX Premium Package,used,None reported,"37,900 mi.",201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2019,White,Black
Sheet2,Porsche,Gasoline," $154,900  ",911 GT3,used,None reported,"13,250 mi.",475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,2015,Brown,Gray
Sheet2,RAM,Gasoline," $40,995  ",1500 Longhorn,used,At least 1 accident or damage reported,"76,249 mi.",5.7L V8 16V MPFI OHV,2019,Diamond Black,Mountain Brown
Sheet2,BMW,Gasoline," $39,000  ",M3 Base,used,None reported,"81,000 mi.",333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,2001,Blue,Gray
Sheet2,Chevrolet,Gasoline," $60,894  ",Suburban LT,used,None reported,"37,806 mi.",355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,2022,Black,Black
Sheet2,Dodge,Gasoline," $17,700  ",Ram 2500 ST,used,At least 1 accident or damage reported,"151,544 mi.",355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,2010,Brown,Gray
Sheet2,Chevrolet,Gasoline," $26,950  ",Camaro 2SS,used,None reported,"60,345 mi.",400.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2012,Yellow,Black
Sheet2,Dodge,Gasoline," $12,000  ",Challenger SE,used,None reported,"90,305 mi.",250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,2010,Gray,Black
Sheet2,Jeep,Gasoline," $42,599  ",Grand Cherokee L Limited,used,None reported,"13,275 mi.",3.6L V6 24V MPFI DOHC,2022,Velvet Red Pearlcoat,Global Black
Sheet2,Chevrolet,Gasoline," $45,000  ",Camaro 2SS,used,None reported,"8,660 mi.",455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2018,White,Black
Sheet2,Ford,Diesel," $73,600  ",F-350 Lariat,used,None reported,"28,220 mi.",475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,2021,Silver,Black
Sheet2,Ford,Diesel," $39,950  ",F-250 King Ranch,used,None reported,"97,700 mi.",440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,2015,Black,Black
Sheet2,Chevrolet,Gasoline," $98,000  ",Corvette Stingray w/3LT,used,None reported,"4,200 mi.",490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,2023,White,Black
Sheet2,Bentley,Gasoline," $199,991  ",Continental GT V8 First Edition,used,None reported,"27,404 mi.","4L V-8 gasoline direct injection, DOHC, variable valve control,",2020,Dark Sapphire,Linen
