CarName,fueltype,price,accident,milage,model_year,ext_col,int_col,HP,motor_size,cylinders
Hummer,gasoline,55000.0,yes,63750.0,2008.0,White,Black,393.0,6.2,8.0
Mercedes-Benz,gasoline,15990.0,yes,95500.0,2011.0,Black,Beige,228.0,3.0,6.0
Acura,gasoline,26000.0,no,37900.0,2019.0,White,Black,201.0,2.4,4.0
Porsche,gasoline,154900.0,no,13250.0,2015.0,Brown,Gray,475.0,3.8,6.0
BMW,gasoline,39000.0,no,81000.0,2001.0,Blue,Gray,333.0,3.2,6.0
Chevrolet,gasoline,60894.0,no,37806.0,2022.0,Black,Black,355.0,5.3,8.0
Dodge,gasoline,17700.0,yes,151544.0,2010.0,Brown,Gray,355.0,5.7,8.0
Chevrolet,gasoline,26950.0,no,60345.0,2012.0,Yellow,Black,400.0,6.2,8.0
Dodge,gasoline,12000.0,no,90305.0,2010.0,Gray,Black,250.0,3.5,6.0
Chevrolet,gasoline,45000.0,no,8660.0,2018.0,White,Black,455.0,6.2,8.0
Ford,diesel,73600.0,no,28220.0,2021.0,Silver,Black,475.0,6.7,8.0
Ford,diesel,39950.0,no,97700.0,2015.0,Black,Black,440.0,6.7,8.0
Chevrolet,gasoline,98000.0,no,4200.0,2023.0,White,Black,490.0,6.2,8.0
Lincoln,gasoline,24000.0,no,100000.0,2016.0,White,White,240.0,2.0,4.0
Ford,diesel,17000.0,yes,333361.0,2001.0,Black,Beige,250.0,7.3,8.0
Land,gasoline,29993.0,no,63295.0,2018.0,Blue,White,340.0,3.0,6.0
Land,gasoline,96500.0,no,3000.0,2022.0,Black,Black,518.0,5.0,8.0
Chevrolet,gasoline,25500.0,no,102604.0,2014.0,Gray,Gray,355.0,5.3,8.0
Mercedes-Benz,gasoline,99000.0,no,39800.0,2017.0,White,Red,563.0,5.5,8.0
Ford,gasoline,40100.0,no,124000.0,2019.0,White,Gray,385.0,6.2,8.0
Lexus,gasoline,69500.0,no,39300.0,2018.0,Black,Black,383.0,5.7,8.0
INFINITI,gasoline,29000.0,yes,51000.0,2019.0,Gray,Gray,295.0,3.5,6.0
Land,gasoline,35999.0,no,67000.0,2017.0,Gray,Beige,340.0,3.0,6.0
INFINITI,gasoline,14195.0,yes,95400.0,2014.0,White,Beige,265.0,3.5,6.0
Hyundai,gasoline,11000.0,no,136991.0,2013.0,Gray,Gray,198.0,2.4,4.0
Toyota,gasoline,55000.0,no,3959.0,2022.0,Blue,Gray,389.0,3.4,6.0
Jeep,gasoline,31000.0,no,47500.0,2020.0,Purple,Black,293.0,3.6,6.0
Ford,diesel,13000.0,yes,176691.0,2005.0,White,Beige,325.0,6.0,8.0
Mercedes-Benz,gasoline,27500.0,no,34600.0,2014.0,Black,Black,402.0,4.7,8.0
RAM,gasoline,34000.0,no,84500.0,2014.0,Black,Gray,410.0,6.4,8.0
Kia,hybrid,37500.0,no,36100.0,2022.0,Black,White,227.0,1.6,4.0
Hyundai,gasoline,17000.0,yes,92225.0,2015.0,Black,Black,311.0,3.8,6.0
Jeep,gasoline,25695.0,no,17500.0,2020.0,Silver,Black,180.0,2.4,4.0
Ford,gasoline,6000.0,no,114323.0,2011.0,Black,Black,175.0,2.5,4.0
Toyota,gasoline,27500.0,no,92000.0,2014.0,Beige,Black,260.0,4.0,6.0
Dodge,gasoline,65000.0,no,17000.0,2021.0,Blue,Black,475.0,6.4,8.0
Hyundai,gasoline,13000.0,no,96476.0,2015.0,White,Gray,290.0,3.3,6.0
Land,gasoline,35000.0,no,56842.0,2016.0,Silver,Black,510.0,5.0,8.0
Pontiac,gasoline,10000.0,yes,122348.0,2009.0,Red,Black,260.0,2.0,4.0
BMW,gasoline,22500.0,no,98000.0,2015.0,Black,Beige,315.0,3.0,6.0
MINI,gasoline,26750.0,no,18997.0,2019.0,Red,Black,189.0,2.0,4.0
Porsche,gasoline,67995.0,no,40350.0,2016.0,Gray,Black,330.0,3.4,6.0
Ford,gasoline,14300.0,no,156856.0,2011.0,Black,Brown,310.0,5.4,8.0
BMW,gasoline,46000.0,no,61773.0,2017.0,Gray,Black,567.0,4.4,8.0
Ford,gasoline,22000.0,no,74500.0,2011.0,Black,Black,412.0,5.0,8.0
Jeep,gasoline,5000.0,yes,99000.0,2016.0,White,Gray,172.0,2.4,4.0
INFINITI,gasoline,15000.0,no,63496.0,2008.0,Black,Black,330.0,3.7,6.0
Ford,gasoline,47500.0,no,18465.0,2022.0,Black,Gray,400.0,3.5,6.0
Porsche,gasoline,72995.0,no,42635.0,2007.0,Blue,Blue,355.0,3.8,6.0
INFINITI,gasoline,18900.0,no,99000.0,2005.0,Silver,Black,298.0,3.5,6.0
Chrysler,gasoline,13750.0,no,87500.0,2013.0,White,Beige,292.0,3.6,6.0
Toyota,gasoline,6800.0,no,138000.0,2007.0,White,Beige,210.0,3.3,6.0
Lexus,gasoline,28995.0,no,70891.0,2018.0,White,Black,260.0,3.5,6.0
Buick,gasoline,29444.0,yes,55403.0,2020.0,Red,Gray,310.0,3.6,6.0
BMW,gasoline,89995.0,no,3213.0,2022.0,Black,Red,503.0,3.0,6.0
Pontiac,gasoline,21999.0,yes,142314.0,2005.0,Red,Red,400.0,6.0,8.0
Toyota,gasoline,36740.0,no,53000.0,2013.0,Blue,Black,260.0,4.0,6.0
Hyundai,gasoline,7500.0,no,120250.0,2014.0,Blue,Gray,145.0,1.8,4.0
Porsche,gasoline,29500.0,no,72329.0,2015.0,Silver,Black,340.0,3.0,6.0
Hummer,gasoline,9995.0,no,153692.0,2007.0,Beige,Black,242.0,3.7,5.0
Ford,gasoline,18000.0,no,235000.0,2018.0,White,Gray,275.0,3.7,6.0
Audi,gasoline,18000.0,no,98400.0,2012.0,White,White,333.0,3.0,6.0
Toyota,gasoline,46500.0,no,1400.0,2023.0,White,Black,270.0,4.0,6.0
Ford,gasoline,9000.0,no,92800.0,1997.0,White,Gray,210.0,5.8,8.0
Mercedes-Benz,gasoline,130000.0,no,75151.0,2021.0,Black,Black,416.0,4.0,8.0
Subaru,gasoline,12500.0,no,94000.0,2008.0,Gray,Blue,243.0,2.5,4.0
Mercedes-Benz,gasoline,18700.0,yes,67350.0,2014.0,Silver,Black,302.0,3.5,6.0
BMW,gasoline,21000.0,no,66500.0,2001.0,Red,Black,333.0,3.2,6.0
Mercedes-Benz,gasoline,14500.0,no,70612.0,2014.0,White,Beige,201.0,1.8,4.0
Toyota,gasoline,11500.0,yes,112630.0,2007.0,Silver,Gray,266.0,3.5,6.0
Dodge,gasoline,6499.0,no,124705.0,2014.0,Black,Black,283.0,3.6,6.0
BMW,gasoline,34000.0,yes,61000.0,2018.0,Blue,Black,335.0,3.0,6.0
RAM,diesel,32999.0,yes,157272.0,2017.0,White,Gray,350.0,6.7,6.0
Mercedes-Benz,gasoline,20399.0,no,84000.0,2015.0,Blue,Gray,362.0,3.0,6.0
Jeep,gasoline,47500.0,no,27981.0,2020.0,Red,Black,285.0,3.6,6.0
Bentley,gasoline,63000.0,no,18000.0,2009.0,Blue,Beige,552.0,6.0,12.0
Chevrolet,gasoline,83900.0,no,3053.0,2021.0,Silver,Gray,490.0,6.2,8.0
Audi,gasoline,19000.0,yes,60251.0,2015.0,Black,Black,272.0,3.0,6.0
Mazda,gasoline,28000.0,no,5093.0,2021.0,Gray,Black,181.0,2.0,4.0
Bentley,gasoline,115785.0,no,31875.0,2018.0,White,Black,600.0,6.0,12.0
Mercedes-Benz,gasoline,7000.0,no,175722.0,2005.0,White,Beige,302.0,5.0,8.0
BMW,gasoline,59900.0,no,17900.0,2015.0,Black,Black,560.0,4.4,8.0
GMC,gasoline,22999.0,no,142792.0,2015.0,White,Brown,355.0,5.3,8.0
BMW,gasoline,11800.0,no,53814.0,2001.0,Gray,Gray,326.0,5.4,12.0
Toyota,gasoline,26900.0,no,89400.0,2010.0,White,Gray,381.0,5.7,8.0
Chrysler,gasoline,15000.0,no,86000.0,2007.0,Gray,Black,340.0,5.7,8.0
smart,gasoline,5000.0,no,61595.0,2008.0,Blue,Gray,70.0,1.0,3.0
Toyota,gasoline,38000.0,yes,74000.0,2018.0,Beige,Black,381.0,5.7,8.0
Hummer,gasoline,16500.0,yes,130000.0,2004.0,Black,Black,316.0,6.0,8.0
BMW,gasoline,29000.0,yes,86000.0,2015.0,Black,White,540.0,4.4,8.0
Land,gasoline,7500.0,no,140600.0,2008.0,Red,Beige,390.0,4.2,8.0
Audi,gasoline,27900.0,no,27532.0,2018.0,Gray,Black,252.0,2.0,4.0
Ford,gasoline,12500.0,no,91000.0,2017.0,Gray,Black,160.0,2.0,4.0
Mercedes-Benz,gasoline,28500.0,no,63000.0,2014.0,Silver,Black,402.0,4.7,8.0
Jeep,hybrid,49999.0,no,10500.0,2022.0,Green,Beige,375.0,2.0,4.0
Mercedes-Benz,gasoline,21500.0,no,75073.0,2014.0,Gray,Black,302.0,3.5,6.0
Jeep,gasoline,9000.0,yes,140000.0,2008.0,Silver,Black,202.0,3.8,6.0
Mercedes-Benz,gasoline,30500.0,no,30300.0,2019.0,Silver,Black,188.0,2.0,4.0
Chevrolet,gasoline,4200.0,no,139000.0,2009.0,White,Black,169.0,2.4,4.0
Hummer,gasoline,17900.0,no,118000.0,2006.0,Gray,Black,220.0,3.5,5.0
BMW,hybrid,53000.0,no,51000.0,2015.0,Gray,Brown,357.0,1.5,3.0
Cadillac,gasoline,36500.0,no,69423.0,2009.0,Red,Beige,320.0,4.6,8.0
Lincoln,gasoline,12500.0,yes,52284.0,2017.0,Blue,Beige,240.0,2.0,4.0
Chevrolet,gasoline,4000.0,yes,111228.0,2006.0,Blue,Gray,195.0,4.3,6.0
Land,gasoline,49900.0,no,52300.0,2019.0,Black,Black,340.0,3.0,6.0
Ford,gasoline,41000.0,no,31600.0,2019.0,Blue,Gray,460.0,5.0,8.0
BMW,gasoline,18300.0,no,83298.0,2017.0,Black,Black,248.0,2.0,4.0
Land,gasoline,31599.0,no,95212.0,2017.0,Brown,Beige,340.0,3.0,6.0
Porsche,gasoline,51750.0,no,61600.0,2010.0,Black,Black,345.0,3.6,6.0
INFINITI,gasoline,12000.0,no,130921.0,2011.0,White,Beige,400.0,5.6,8.0
RAM,gasoline,45515.0,yes,41000.0,2020.0,White,Gray,410.0,6.4,8.0
BMW,gasoline,90000.0,no,1500.0,2024.0,Gray,Brown,335.0,3.0,6.0
MINI,gasoline,17390.0,no,79950.0,2017.0,Blue,Black,189.0,2.0,4.0
Cadillac,gasoline,95000.0,no,31500.0,2021.0,White,Beige,420.0,6.2,8.0
Audi,gasoline,140000.0,no,61000.0,2017.0,Gray,Black,610.0,5.2,10.0
Porsche,gasoline,85500.0,yes,22700.0,2014.0,Silver,Black,350.0,3.4,6.0
Bentley,gasoline,48500.0,no,43000.0,2009.0,Black,Black,552.0,6.0,12.0
Toyota,gasoline,27000.0,no,99000.0,2015.0,Gray,Gray,310.0,4.6,8.0
Toyota,gasoline,16900.0,no,135000.0,2006.0,White,Gray,236.0,4.0,6.0
Cadillac,gasoline,29000.0,yes,46000.0,2019.0,Black,Beige,265.0,2.0,4.0
Land,gasoline,60500.0,no,41200.0,2019.0,Black,Black,380.0,3.0,6.0
Cadillac,gasoline,30500.0,yes,116500.0,2016.0,Black,Brown,420.0,6.2,8.0
Chevrolet,gasoline,87150.0,no,24059.0,2018.0,Gray,Black,650.0,6.2,8.0
Audi,gasoline,15400.0,yes,118500.0,2015.0,Silver,Black,220.0,2.0,4.0
Maserati,gasoline,43000.0,no,20000.0,2018.0,White,Brown,424.0,3.0,6.0
Ford,gasoline,63500.0,yes,9500.0,2023.0,Black,Red,400.0,3.5,6.0
Nissan,gasoline,8500.0,yes,134000.0,2006.0,Gray,Gray,265.0,4.0,6.0
Subaru,gasoline,32500.0,no,10500.0,2022.0,Gray,Red,228.0,2.4,4.0
Chevrolet,gasoline,17500.0,no,53100.0,2018.0,Red,Black,160.0,1.5,4.0
Nissan,gasoline,25500.0,no,24000.0,2021.0,Gray,Black,141.0,2.0,4.0
Volvo,gasoline,10299.0,no,61000.0,2006.0,Blue,Beige,218.0,2.5,5.0
Lincoln,gasoline,48000.0,no,19700.0,2021.0,White,Beige,335.0,2.7,6.0
Mercedes-Benz,gasoline,84500.0,yes,28182.0,2018.0,White,Brown,469.0,4.0,8.0
Ford,gasoline,21000.0,yes,59500.0,2017.0,Black,Black,310.0,2.3,4.0
Ford,gasoline,8000.0,no,115402.0,1999.0,Gold,Beige,152.0,3.0,6.0
GMC,gasoline,35899.0,yes,85500.0,2018.0,Black,Black,355.0,5.3,8.0
RAM,gasoline,44900.0,no,51000.0,2020.0,Red,Black,410.0,6.4,8.0
Lexus,gasoline,9999.0,no,132000.0,2011.0,Black,Beige,272.0,3.5,6.0
Volvo,gasoline,30500.0,no,62000.0,2018.0,Silver,Black,316.0,2.0,4.0
Porsche,gasoline,210000.0,no,12454.0,2016.0,Purple,Black,500.0,4.0,6.0
BMW,gasoline,58000.0,no,27965.0,2017.0,Green,Black,560.0,4.4,8.0
Cadillac,gasoline,20500.0,no,119000.0,2013.0,Black,Black,403.0,6.2,8.0
BMW,gasoline,32000.0,no,48000.0,2018.0,Black,Black,300.0,3.0,6.0
Mitsubishi,gasoline,19500.0,no,29000.0,2018.0,Red,Beige,166.0,2.4,4.0
Dodge,gasoline,12995.0,yes,131100.0,2010.0,White,Gray,310.0,4.7,8.0
Mercedes-Benz,gasoline,79999.0,no,18069.0,2016.0,Black,Black,523.0,6.0,12.0
Kia,gasoline,31900.0,no,13000.0,2023.0,White,Black,187.0,2.5,4.0
Porsche,gasoline,69500.0,yes,51000.0,2008.0,Silver,Black,480.0,3.6,6.0
Hummer,gasoline,10000.0,yes,137333.0,2007.0,Blue,Black,242.0,3.7,5.0
Buick,gasoline,11200.0,yes,125559.0,2014.0,White,Beige,304.0,3.6,6.0
Toyota,gasoline,29000.0,no,101900.0,2016.0,Black,Black,270.0,4.0,6.0
Cadillac,gasoline,18800.0,yes,159500.0,2015.0,Black,Black,420.0,6.2,8.0
Subaru,gasoline,15000.0,yes,68860.0,2015.0,Silver,Beige,175.0,2.5,4.0
Ford,gasoline,16500.0,yes,182000.0,2017.0,Black,Black,365.0,3.5,6.0
Ford,gasoline,27000.0,no,81000.0,2017.0,Black,Black,365.0,3.5,6.0
BMW,gasoline,20000.0,yes,82000.0,2011.0,Gray,Black,320.0,3.0,6.0
Ford,gasoline,15000.0,yes,207100.0,2012.0,Black,Gray,365.0,3.5,6.0
Land,hybrid,124000.0,no,450.0,2023.0,Blue,Black,395.0,3.0,6.0
Porsche,gasoline,30000.0,yes,77945.0,2016.0,Blue,Beige,310.0,3.6,6.0
BMW,gasoline,26125.0,yes,37100.0,2017.0,White,Black,335.0,3.0,6.0
Maserati,gasoline,18000.0,yes,51000.0,2006.0,Blue,Beige,394.0,4.2,8.0
Ford,gasoline,26000.0,no,94000.0,2017.0,White,Black,325.0,2.7,6.0
Land,gasoline,6000.0,yes,121886.0,2003.0,White,Beige,217.0,4.6,8.0
Ford,gasoline,15000.0,yes,157500.0,2008.0,Green,Gray,300.0,5.4,8.0
Ford,gasoline,15500.0,yes,138415.0,2014.0,Silver,Black,365.0,3.5,6.0
Land,gasoline,10200.0,no,110000.0,2012.0,Silver,Black,375.0,5.0,8.0
GMC,gasoline,51500.0,yes,12941.0,2021.0,White,Black,355.0,5.3,8.0
BMW,gasoline,19500.0,no,69764.0,2009.0,Black,Black,300.0,3.0,6.0
Porsche,gasoline,24000.0,yes,90000.0,2003.0,Silver,Black,315.0,3.6,6.0
Audi,gasoline,38000.0,yes,26500.0,2018.0,Gray,Black,354.0,3.0,6.0
Audi,gasoline,33000.0,no,35850.0,2018.0,White,Black,252.0,2.0,4.0
Mazda,gasoline,6300.0,no,77700.0,2008.0,Red,Black,156.0,2.3,4.0
Jaguar,hybrid,42999.0,no,23600.0,2021.0,Black,Black,296.0,2.0,4.0
Toyota,gasoline,7800.0,no,122000.0,2001.0,Blue,Gray,140.0,1.8,4.0
Ford,diesel,17999.0,yes,245000.0,2003.0,Black,Beige,325.0,6.0,8.0
Porsche,gasoline,134000.0,no,4700.0,2022.0,White,Black,414.0,4.0,6.0
Subaru,gasoline,34000.0,no,84100.0,2016.0,Gray,Black,305.0,2.5,4.0
Audi,hybrid,40000.0,no,33000.0,2021.0,Black,Black,248.0,2.0,4.0
Mercedes-Benz,gasoline,148500.0,no,3811.0,2018.0,Black,Black,577.0,4.0,8.0
Audi,gasoline,20900.0,no,139355.0,2013.0,Black,Black,333.0,3.0,6.0
Lotus,gasoline,55000.0,no,9100.0,2010.0,Black,White,276.0,3.5,6.0
Mercedes-Benz,gasoline,77900.0,no,10500.0,2019.0,Silver,Brown,463.0,4.0,8.0
Hyundai,gasoline,18000.0,no,55000.0,2013.0,White,Red,260.0,2.0,4.0
BMW,gasoline,71000.0,no,33500.0,2021.0,Gray,Black,503.0,3.0,6.0
BMW,gasoline,15000.0,no,126500.0,2014.0,White,Black,300.0,3.0,6.0
Land,gasoline,24000.0,no,79000.0,2016.0,Red,Red,240.0,2.0,4.0
Porsche,gasoline,145000.0,no,19000.0,2018.0,Gray,Black,450.0,3.0,6.0
RAM,diesel,52000.0,no,57000.0,2021.0,Blue,Gray,400.0,6.7,6.0
Mercedes-Benz,gasoline,14000.0,no,127000.0,2005.0,White,Beige,302.0,5.0,8.0
Lexus,gasoline,15999.0,no,89500.0,2002.0,Black,Black,300.0,4.3,8.0
Chevrolet,gasoline,27500.0,no,97000.0,2000.0,White,Gray,200.0,4.3,6.0
Chevrolet,gasoline,7999.0,yes,97146.0,2005.0,Black,Gray,295.0,5.3,8.0
Chevrolet,gasoline,52500.0,no,44800.0,2019.0,Black,Black,420.0,6.2,8.0
Ford,gasoline,17100.0,yes,150000.0,2015.0,Black,Gray,310.0,3.5,6.0
INFINITI,gasoline,32100.0,no,38400.0,2020.0,Blue,Beige,295.0,3.5,6.0
Bentley,gasoline,81500.0,no,7960.0,2008.0,White,White,552.0,6.0,12.0
Nissan,gasoline,9975.0,yes,117000.0,2007.0,Silver,Black,306.0,3.5,6.0
McLaren,gasoline,139000.0,no,30200.0,2017.0,Orange,Black,562.0,3.8,8.0
Nissan,gasoline,8999.0,no,91545.0,2012.0,Silver,Black,175.0,2.5,4.0
Land,gasoline,26499.0,yes,110000.0,2015.0,Black,Black,510.0,5.0,8.0
BMW,gasoline,23300.0,yes,105100.0,2017.0,Gray,Black,300.0,3.0,6.0
INFINITI,gasoline,15600.0,no,110000.0,2012.0,White,Beige,400.0,5.6,8.0
Lexus,hybrid,10900.0,yes,168422.0,2010.0,Black,Beige,245.0,3.5,6.0
Maserati,gasoline,34900.0,no,80500.0,2018.0,Black,Black,424.0,3.0,6.0
Volvo,gasoline,28825.0,yes,81200.0,2018.0,Black,Black,316.0,2.0,4.0
Jeep,gasoline,47500.0,no,20172.0,2017.0,Gray,Black,285.0,3.6,6.0
Hummer,gasoline,22500.0,no,145000.0,2005.0,Green,Black,325.0,6.0,8.0
Ford,gasoline,7500.0,yes,162000.0,2009.0,Gray,Black,262.0,3.5,6.0
Porsche,gasoline,124995.0,no,13554.0,2020.0,Blue,Black,414.0,4.0,6.0
Toyota,gasoline,9500.0,no,59700.0,2007.0,Green,Gray,268.0,3.5,6.0
BMW,gasoline,19999.0,no,51983.0,2009.0,Gray,White,300.0,3.0,6.0
Chevrolet,gasoline,50000.0,no,22000.0,2022.0,Blue,Black,455.0,6.2,8.0
Chevrolet,diesel,73995.0,yes,16000.0,2022.0,Black,Black,445.0,6.6,8.0
Bentley,gasoline,188500.0,no,33000.0,2020.0,Beige,Beige,542.0,4.0,8.0
Toyota,hybrid,85000.0,no,1025.0,2023.0,Black,Black,437.0,3.4,6.0
Acura,gasoline,15499.0,yes,89190.0,2013.0,Gray,White,305.0,3.7,6.0
Jaguar,gasoline,54900.0,no,11684.0,2016.0,Black,Black,550.0,5.0,8.0
GMC,gasoline,51000.0,no,45617.0,2018.0,White,Gray,420.0,6.2,8.0
Chevrolet,gasoline,34500.0,no,75466.0,2018.0,Gray,Black,355.0,5.3,8.0
Mercedes-Benz,gasoline,40888.0,no,69600.0,2018.0,Black,Black,362.0,3.0,6.0
Mercedes-Benz,gasoline,16500.0,no,138050.0,2011.0,White,Beige,335.0,4.7,8.0
Ford,gasoline,35900.0,no,132269.0,2017.0,Gray,Black,385.0,6.2,8.0
Hyundai,gasoline,37700.0,no,45815.0,2020.0,Silver,Black,291.0,3.8,6.0
Mercedes-Benz,gasoline,8995.0,no,120000.0,2008.0,Silver,Black,268.0,3.5,6.0
Chevrolet,gasoline,45000.0,yes,75151.0,2018.0,Gray,Black,455.0,6.2,8.0
Jeep,gasoline,23000.0,no,74139.0,2016.0,Red,Black,285.0,3.6,6.0
BMW,gasoline,17800.0,no,68500.0,2012.0,Black,Black,400.0,4.4,8.0
Volkswagen,gasoline,15995.0,no,61000.0,2017.0,White,Black,150.0,1.4,4.0
Jaguar,gasoline,9875.0,yes,150000.0,2001.0,Green,White,290.0,4.0,8.0
Porsche,gasoline,41500.0,yes,46200.0,2016.0,Gray,Gray,340.0,3.0,6.0
Mercedes-Benz,gasoline,15500.0,no,88000.0,2014.0,Silver,Black,302.0,3.5,6.0
Mercedes-Benz,gasoline,30089.0,no,47000.0,2015.0,Silver,Black,362.0,3.0,6.0
Land,gasoline,47000.0,yes,50340.0,2017.0,White,Beige,380.0,3.0,6.0
Mercedes-Benz,gasoline,13999.0,no,67800.0,2010.0,Black,Black,268.0,3.5,6.0
Dodge,gasoline,5500.0,yes,150000.0,2002.0,Black,Gray,175.0,3.9,6.0
Chevrolet,gasoline,54000.0,yes,13500.0,2018.0,Black,Black,650.0,6.2,8.0
Hummer,gasoline,12900.0,no,101750.0,2007.0,White,Black,242.0,3.7,5.0
Honda,gasoline,37950.0,no,18385.0,2022.0,Red,Beige,280.0,3.5,6.0
Nissan,gasoline,13500.0,yes,123500.0,2008.0,Gray,Beige,306.0,3.5,6.0
GMC,gasoline,38000.0,no,117000.0,2017.0,Silver,Silver,342.0,6.0,8.0
Mercedes-Benz,gasoline,13600.0,no,86121.0,2010.0,Gray,Black,268.0,3.5,6.0
Lexus,gasoline,45900.0,no,22466.0,2020.0,White,Black,301.0,4.6,8.0
Nissan,gasoline,23800.0,no,80000.0,2017.0,Silver,Black,390.0,5.6,8.0
Chrysler,gasoline,28250.0,no,23152.0,2020.0,White,White,292.0,3.6,6.0
Dodge,gasoline,9200.0,no,91300.0,2006.0,Yellow,Black,350.0,5.7,8.0
Nissan,gasoline,28999.0,no,45000.0,2020.0,Black,Black,284.0,3.5,6.0
Nissan,gasoline,38000.0,no,7250.0,2021.0,Black,Black,400.0,5.6,8.0
Jaguar,gasoline,29000.0,no,44000.0,2019.0,Black,Black,246.0,2.0,4.0
Ford,gasoline,26900.0,no,85500.0,2014.0,Black,Black,411.0,6.2,8.0
Lamborghini,gasoline,220000.0,no,22703.0,2005.0,Black,Black,571.0,6.2,12.0
Chevrolet,gasoline,10900.0,no,111000.0,2011.0,Blue,Black,312.0,3.6,6.0
GMC,gasoline,14000.0,no,115000.0,2013.0,White,Brown,288.0,3.6,6.0
Chevrolet,gasoline,28000.0,no,33400.0,2021.0,White,Black,250.0,2.0,4.0
Toyota,gasoline,12500.0,no,136000.0,2007.0,Black,Beige,273.0,4.7,8.0
Dodge,gasoline,10500.0,no,251634.0,2008.0,Silver,Black,425.0,6.1,8.0
Chrysler,gasoline,3500.0,no,119000.0,2005.0,Blue,Beige,250.0,3.5,6.0
Chrysler,gasoline,7900.0,no,111000.0,2009.0,Blue,Gray,197.0,3.8,6.0
Acura,gasoline,4900.0,no,199296.0,2005.0,Black,Gray,270.0,3.2,6.0
Chevrolet,gasoline,179000.0,no,202.0,2023.0,White,Red,670.0,5.5,8.0
Chevrolet,gasoline,32500.0,no,49600.0,2016.0,Blue,Black,455.0,6.2,8.0
Acura,gasoline,65000.0,no,13600.0,2023.0,Blue,White,355.0,3.0,6.0
Volkswagen,gasoline,10000.0,no,59700.0,2007.0,Blue,White,200.0,2.0,4.0
Dodge,gasoline,44888.0,no,19000.0,2018.0,Purple,Gray,485.0,6.4,8.0
Chevrolet,gasoline,33999.0,no,17300.0,2002.0,Black,Black,405.0,5.7,8.0
Mercedes-Benz,gasoline,13500.0,no,91140.0,2014.0,Gray,Black,208.0,2.0,4.0
BMW,gasoline,65000.0,no,33000.0,2015.0,Gray,Black,560.0,4.4,8.0
Jeep,gasoline,39799.0,no,52775.0,2019.0,Gray,Black,285.0,3.6,6.0
Mitsubishi,gasoline,5800.0,no,113000.0,2011.0,White,Black,148.0,2.0,4.0
Porsche,gasoline,60000.0,no,13000.0,2022.0,Black,Beige,261.0,2.0,4.0
Mercedes-Benz,gasoline,16500.0,no,77925.0,2009.0,Silver,Black,268.0,3.5,6.0
Audi,gasoline,10995.0,no,137000.0,2017.0,White,Gray,186.0,2.0,4.0
BMW,gasoline,15000.0,yes,111000.0,2015.0,Gray,Black,240.0,2.0,4.0
Land,gasoline,62425.0,no,49208.0,2019.0,Black,Black,380.0,3.0,6.0
Audi,gasoline,39000.0,no,44000.0,2018.0,Gray,Black,354.0,3.0,6.0
Porsche,gasoline,45500.0,no,26000.0,2017.0,Gray,Black,300.0,2.0,4.0
Chevrolet,gasoline,76000.0,no,1800.0,2020.0,Blue,Black,490.0,6.2,8.0
Maserati,gasoline,26497.0,no,50000.0,2012.0,White,Black,425.0,4.7,8.0
Subaru,gasoline,16000.0,yes,93000.0,2018.0,Silver,Black,152.0,2.0,4.0
Mercedes-Benz,gasoline,129000.0,no,15000.0,2020.0,Gray,Black,550.0,4.0,8.0
Mazda,gasoline,15000.0,no,119500.0,2016.0,Silver,Black,184.0,2.5,4.0
Porsche,gasoline,36000.0,no,50000.0,2016.0,Blue,Red,340.0,3.0,6.0
Porsche,gasoline,21500.0,no,85000.0,2011.0,Gray,Beige,300.0,3.6,6.0
Genesis,gasoline,29999.0,no,48000.0,2019.0,Black,Black,365.0,3.3,6.0
Audi,gasoline,28500.0,no,50400.0,2018.0,White,Beige,252.0,2.0,4.0
BMW,gasoline,17500.0,no,153600.0,2012.0,Black,Black,300.0,3.0,6.0
Dodge,gasoline,64683.0,no,31917.0,2022.0,Gray,Black,475.0,6.4,8.0
BMW,gasoline,50500.0,no,56235.0,2016.0,Orange,Orange,425.0,3.0,6.0
Ford,gasoline,18300.0,yes,28724.0,2019.0,Gray,Black,197.0,1.6,4.0
Lincoln,gasoline,9500.0,yes,124400.0,2015.0,White,Black,305.0,3.7,6.0
Chevrolet,gasoline,46000.0,no,137000.0,2020.0,Black,Black,355.0,5.3,8.0
Ferrari,gasoline,99999.0,no,38686.0,2005.0,White,Red,483.0,4.3,8.0
Ford,gasoline,72900.0,yes,6600.0,2022.0,Blue,Black,430.0,7.3,8.0
Mercedes-Benz,gasoline,11500.0,no,67200.0,2007.0,Silver,Black,228.0,3.0,6.0
BMW,hybrid,67900.0,no,15736.0,2023.0,Blue,Brown,389.0,3.0,6.0
Mercedes-Benz,gasoline,5800.0,yes,153460.0,2005.0,Gold,Gold,302.0,5.0,8.0
Acura,gasoline,15051.0,yes,70000.0,2012.0,Black,Black,305.0,3.7,6.0
Hyundai,gasoline,9950.0,no,143898.0,2011.0,Gray,Brown,378.0,4.6,8.0
Mercedes-Benz,gasoline,22000.0,no,26190.0,2003.0,Gold,Beige,302.0,5.0,8.0
Toyota,gasoline,15900.0,no,209193.0,2000.0,Black,Beige,230.0,4.7,8.0
Porsche,gasoline,68500.0,no,20250.0,2022.0,White,Beige,375.0,2.9,6.0
Mercedes-Benz,gasoline,29998.0,no,35000.0,2014.0,Red,Beige,302.0,3.5,6.0
Dodge,gasoline,4000.0,no,133255.0,2006.0,Silver,Gray,250.0,3.5,6.0
